sample,MX1303_C5JC4ACXX_3_TAGGAT,MX1304_C5JC4ACXX_4_CCGGTG,MX1305_C5JC4ACXX_5_TGTTGG,MX1306_C5JC4ACXX_6_GTATAG,MX1307_C5JC4ACXX_7_AGCATC,MX1307_C5JC4ACXX_7_CAGGCC,MX1310_C5JC1ACXX_4_CTCTAC,MX1310_C5JC1ACXX_4_GGAACT,MX1310_C5JC1ACXX_4_GGACGG,MX1310_C5JC1ACXX_4_TGACAT,MX1355_C6RGTANXX_2_AAGCTA,MX1355_C6RGTANXX_2_ACATCG,MX1355_C6RGTANXX_2_CAAGTT,MX1355_C6RGTANXX_2_CATTCA,MX1355_C6RGTANXX_2_GGAACT,MX1356_C6RGTANXX_3_ATGGCA,MX1356_C6RGTANXX_3_CCTTGC,MX1356_C6RGTANXX_3_CGGCCT,MX1356_C6RGTANXX_3_GCGTGG,MX1356_C6RGTANXX_3_GCTGTA,MX1356_C6RGTANXX_3_GTATAG,MX1356_C6RGTANXX_3_TAGTTG,MX1356_C6RGTANXX_3_TGACAT,MX1357_C6RGTANXX_4_AATTAT,MX1357_C6RGTANXX_4_AGTCTT,MX1357_C6RGTANXX_4_CATGGG,MX1357_C6RGTANXX_4_GCCTAA,MX1357_C6RGTANXX_4_GTAGCC,MX1357_C6RGTANXX_4_TATCGT,MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4491,0,0.064,0,0,0.038,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4492,0,0,0.308,0.202,0,0,0.894,0.142,0.222,0.808,0,0,0.187,0,0.179,0,0.396,0,0,0.09,0,0.295,0.155,0.196,0,0,0,0,0.133,0.239
hsa-miR-4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-4497,0.784,0.193,0.034,0.101,0.038,0.128,1.519,0.237,0.418,0.668,0,0.035,0,0.568,0.269,0,0.198,0,0.408,0.33,0.035,0,0.222,0,0,0,0.071,0,0.719,0.209
hsa-miR-4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4499,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449a,0,0,0,0,0,0,0,0,0.049,0,0,0.035,0.187,0.341,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-449b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449c-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4500,0,0,0,0,0,0,0,0.024,0,0,0.388,0,0.187,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
hsa-miR-4501,0,0,0.034,0,0.038,0,0,0.024,0,0,0,0,0,0,0,0,0.132,0.129,0,0,0,0,0,0,0,0,0.036,0.057,0,0
hsa-miR-4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0
hsa-miR-4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
hsa-miR-4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4506,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4507,0.174,0.451,0,2.984,0.768,0.893,0.357,0.047,0.123,0.251,0,0.07,0.187,0,0,0.146,0.132,0,0.068,0.06,0.104,1.182,0.111,0,0.058,0.352,0,0.057,0.746,0.089
hsa-miR-4508,0,0,0.103,0.051,0,0,0.179,0.047,0.025,0.084,0,0,0,0,0.09,0.146,0,0,0,0.03,0,0,0.089,0,0.144,0,0,0.057,0.08,0
hsa-miR-4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450a-1-3p,0,0,0,0,0,0.064,0.045,0.047,0,0.056,0,0,0,0,0,0,0,0,0.068,0.03,0.035,0,0,0,0.029,0,0,0.057,0,0
hsa-miR-450a-5p,0.784,1.159,0.377,0.354,0.73,0.255,0.983,1.16,1.428,1.81,7.38,5.622,2.801,5.676,4.393,1.603,2.839,1.542,3.063,1.411,2.717,1.477,1.775,2.549,0.489,0.703,1.782,1.091,1.838,1.7
hsa-miR-450a-2-3p,0,0,0.103,0.051,0.077,0,0.045,0,0,0,0,0,0,0.114,0.09,0,0,0,0.068,0,0,0,0,0.196,0,0,0.036,0,0,0.06
hsa-miR-450a-5p,0.871,1.223,0.411,0.354,0.73,0.255,1.206,1.208,1.526,1.977,7.768,5.903,3.174,6.017,4.483,1.603,2.905,1.542,3.335,1.591,2.891,1.477,1.841,2.549,0.546,0.703,2.031,1.264,2.025,1.938
hsa-miR-450b-3p,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
hsa-miR-450b-5p,14.633,12.555,6.202,8.953,5.453,6.442,9.16,11.036,12.799,16.68,14.371,8.749,3.361,15.212,15.062,5.685,8.715,3.728,13.476,6.574,12.225,3.84,8.94,12.157,5.695,4.807,6.735,5.514,7.86,7.574
hsa-miR-4510,0.61,0.773,0.617,1.72,0.883,0.383,0.313,1.231,1.009,1.058,0.388,0.316,0.187,0.568,0.269,0,0.264,0,0.068,0.27,0.07,0,0.2,0.392,0.115,0.117,0.178,0.287,0.053,0.119
hsa-miR-4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4512,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.107,0,0,0
hsa-miR-4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4515,0,0.064,0.034,0,0.077,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0
hsa-miR-4516,1.481,0.579,1.645,1.922,0.499,0.064,12.556,1.421,1.132,5.486,1.165,0.351,0.56,0.795,0.807,0.146,1.518,1.157,0.476,2.011,0.348,1.477,0.732,0,0.431,0.469,0.143,0.287,0.533,1.133
hsa-miR-4517,0.087,0,0,0,0.038,0,0,0.047,0.025,0,0.388,0.07,0.373,0.114,0,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.03
hsa-miR-4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-451a,0.61,3.928,0.72,0.759,1.651,0.829,2.547,2.605,3.815,5.764,45.831,62.929,13.631,46.089,8.338,48.101,33.275,14.396,9.869,87.445,7.523,20.678,91.329,16.862,25.079,14.069,10.727,48.875,34.742,11.898
hsa-miR-451b,0,0.193,0,0.051,0.115,0,0.089,0,0.172,0.139,0.388,0.386,0.187,0.341,0.359,0.292,0.066,0.129,0,0.3,0.035,0.295,0.488,0,0.086,0.117,0.036,0.172,0.107,0.119
hsa-miR-452-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-452-5p,1.306,5.795,1.679,3.237,3.341,2.679,1.519,1.871,1.255,1.337,5.438,5.552,5.415,5.676,4.214,0.875,0.66,0.771,0.817,1.141,1.219,0.886,1.043,1.569,1.496,1.172,0.962,1.149,0.799,0.716
hsa-miR-4520-3p,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4520-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0
hsa-miR-4520-2-3p,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4520-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4521,0.261,0.193,0,0.101,0.115,0.128,0.045,0.095,0.197,0.251,3.884,29.585,11.764,0.908,0.717,0.292,0.462,2.057,0.34,0.12,0.592,27.473,0.177,0,0.259,0,0.428,0.115,0.24,0.089
hsa-miR-4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4523,0,0.064,0.034,0.101,0.038,0,0.179,0.095,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0.036,0,0,0.06
hsa-miR-4524a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4524a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4524b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0.03
hsa-miR-4524b-5p,0,0.064,0,0,0,0,0,0.095,0.049,0.084,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.071,0.057,0,0.119
hsa-miR-4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4526,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0
hsa-miR-4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4529-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0.058,0,0.071,0,0.027,0
hsa-miR-4529-5p,0.697,0.193,0.069,0.354,0.384,0,0.089,0.118,0.098,0.084,0,0,0.187,0.341,0.179,0.146,0.33,0,0.136,0,0.035,0,0.111,0,0.201,0,0.071,0.057,0.266,0.119
hsa-miR-4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4531,0.087,0,0,0.051,0,0,0,0.047,0,0.028,0,0.035,0.187,0,0,0,0.066,0,0,0,0,0,0.022,0,0.029,0,0,0,0,0
hsa-miR-4532,0,0.644,0.514,0.91,0.269,0.255,5.987,0.284,0.96,2.84,1.165,1.019,0.747,0.227,0.269,0.146,0.66,0.386,0.204,1.471,0.139,1.772,0.288,0.588,0.431,0.586,0.107,0.287,0.346,0.477
hsa-miR-4533,0.087,0.129,0.103,0,0,0,0.045,0.118,0.025,0.167,0,0,0,0.568,0.179,0,0.066,0,0.136,0,0.244,0,0.022,0,0.029,0,0.107,0,0,0.268
hsa-miR-4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4536-3p,0,0.129,0,0.051,0,0.064,0,0.024,0.123,0.084,0.388,0.105,0,0.114,0.09,0,0,0,0.068,0.09,0.035,0.295,0.067,0,0.058,0.117,0.214,0,0.08,0.089
hsa-miR-4536-5p,0.261,0.451,0.171,0.202,0.384,0.319,0,0.261,0.394,0.306,0.777,0.141,0.187,0,0.09,0.583,0.066,0,0.068,0.39,0.383,0.295,0.599,0.392,0.345,0.117,0.641,0.517,0.373,0.417
hsa-miR-4536-3p,0,0.129,0,0.051,0,0.064,0,0.024,0.123,0.084,0.388,0.105,0,0.114,0.09,0,0,0,0.068,0.09,0.035,0.295,0.067,0,0.058,0.117,0.214,0,0.08,0.089
hsa-miR-4536-5p,0.261,0.451,0.171,0.202,0.384,0.319,0,0.261,0.394,0.306,0.777,0.141,0.187,0,0.09,0.583,0.066,0,0.068,0.39,0.383,0.295,0.599,0.392,0.345,0.117,0.641,0.517,0.373,0.417
hsa-miR-4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4538,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-454-3p,0,0,0,0.051,0,0.064,0,0.047,0.123,0.028,0,0.105,0.373,0.114,0.179,0.146,0.066,0,0,0.03,0.035,0,0.067,0.196,0.086,0.117,0.107,0,0.053,0.119
hsa-miR-454-5p,0,0,0,0,0.038,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-455-3p,"1,801.97","1,304.19","1,292.80","1,603.16",687.519,706.227,540.918,"1,023.02","1,795.98","1,508.52",519.677,"1,006.30","1,050.35",369.622,772.749,388.16,733.428,"1,004.14",508.066,548.264,792.167,"1,845.38",804.392,652.339,594.102,510.937,474.361,540.501,833.802,980.074
hsa-miR-455-5p,212.519,185.302,294.487,134.895,149.731,89.291,157.191,207.669,229.592,193.95,81.952,177.192,124.548,167.102,207.106,141.388,214.965,116.455,180.154,191.7,173.138,225.688,205.33,156.859,130.572,71.869,111.579,121.126,133.532,180.879
hsa-miR-4632-3p,0.087,0.258,0.548,0.202,0.346,0.255,0.134,0.426,0.566,0.111,0,0.246,0.187,0,0.359,0.292,0.264,0.257,0.34,0.18,0.488,0.295,0.244,0,0.316,0.234,0.214,0.23,0.133,0.388
hsa-miR-4632-5p,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0.03
hsa-miR-4633-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4633-5p,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4634,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0.036,0,0,0
hsa-miR-4635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4636,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4638-3p,0,0,0,0,0.038,0,0,0,0,0,0,0.035,0,0,0.179,0,0,0,0,0,0.035,0,0,0.196,0,0,0,0,0,0
hsa-miR-4638-5p,0,0,0,0,0,0,0,0,0,0,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4639-3p,0,0.322,0.069,0.152,0.077,0.191,0,0.095,0.123,0.056,0,0,0.373,0,0,0.146,0,0,0.136,0,0.07,0,0.044,0,0.115,0.234,0.107,0.115,0,0.119
hsa-miR-4639-5p,0,0,0.034,0.051,0.077,0.064,0.089,0.024,0.222,0,0,0,0,0.114,0.09,0,0.066,0,0.272,0.24,0.174,0,0.288,0.196,0,0.234,0.036,0.115,0.107,0.239
hsa-miR-4640-3p,0.174,0.129,0.103,0.152,0.192,0.064,0.045,0.332,0.074,0.139,0,0.703,0.747,0,0,0.292,0.198,0.129,0.068,0.18,0.383,0.886,0.177,0,0.374,0.469,0.855,0.459,0.133,0.179
hsa-miR-4640-5p,0.087,0,0.034,0,0.154,0.064,0.045,0.095,0.025,0,0.388,0,0.187,0,0,0,0.066,0.257,0.068,0.03,0,0,0,0,0.115,0,0.071,0.057,0.053,0.06
hsa-miR-4641,0,0,0,0,0.077,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0.068,0,0.07,0,0,0,0,0,0.036,0,0,0.03
hsa-miR-4642,0,0,0,0,0,0.064,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0.022,0,0,0.117,0,0.172,0,0
hsa-miR-4643,0,0.064,0.069,0,0.154,0,0,0.047,0,0.111,0,0.07,0,0,0,0.146,0,0,0,0.03,0,0,0.288,0,0.058,0,0.107,0.057,0.027,0
hsa-miR-4644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4645-3p,0,0,0,0,0,0,0,0,0.025,0.028,0,0,0,0,0.09,0.146,0,0,0,0.03,0,0,0.022,0,0,0,0,0,0.027,0
hsa-miR-4645-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4646-3p,0.174,0.129,0.034,0,0,0,0,0,0.049,0.028,0,0,0,0,0,0,0.132,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-4646-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4647,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4648,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.035,0,0,0,0,0,0,0,0,0
hsa-miR-4649-3p,0,0.129,0.069,0.152,0.115,0,0,0.118,0.123,0.139,0,0,0.187,0,0.09,0,0,0,0.068,0.03,0.104,0,0.155,0,0.086,0,0.107,0.23,0.053,0.03
hsa-miR-4649-5p,0,0,0.069,0.051,0,0.064,0.089,0,0.025,0.028,0,0,0,0.114,0,0,0.066,0,0,0,0,0,0.089,0,0,0,0,0,0.08,0.06
hsa-miR-4650-3p,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-4650-5p,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4650-3p,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-4650-5p,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4651,0,0,0.034,0,0.038,0,0,0.095,0.025,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0.022,0,0,0,0.036,0,0.027,0.03
hsa-miR-4652-3p,0,0.064,0,0,0.038,0,0,0.024,0.098,0,0,0,0,0,0,0.146,0,0.129,0,0,0,0,0,0,0,0,0.036,0.057,0,0
hsa-miR-4652-5p,0.958,1.545,0.411,1.113,2.112,1.339,0.313,1.326,1.132,0.891,1.165,0.386,0.934,1.93,1.076,1.166,0.792,0.129,0.408,1.711,0.139,1.772,0.643,0.98,1.956,1.641,2.245,1.436,0.799,0.895
hsa-miR-4653-3p,0,0,0,0,0,0,0,0.047,0.025,0,0,0,0,0,0.09,0,0,0,0,0.03,0,0.295,0,0,0,0,0,0,0,0
hsa-miR-4653-5p,0,0,0,0,0,0.128,0,0.071,0.049,0,0,0,0,0.114,0,0,0,0,0,0.03,0.07,0.886,0.022,0.196,0.058,0,0.143,0.057,0,0.03
hsa-miR-4654,0,0,0.069,0.152,0,0,0.045,0.071,0.025,0.139,0,0,0,0.114,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.133,0.06
hsa-miR-4655-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4655-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4656,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4658,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.044,0,0,0,0,0,0,0
hsa-miR-4659a-3p,0.087,0.322,0,0.051,0.077,0.064,0.045,0.142,0.074,0.056,0.388,0,0.187,0.341,0,0.146,0.066,0,0,0.3,0.174,0.295,0.133,0,0,0,0.036,0.115,0.053,0.03
hsa-miR-4659a-5p,0,0.193,0.103,0.101,0.115,0.383,0,0.095,0.074,0.084,0.388,0.141,0,1.362,0.09,0,0,0.9,0.204,0.09,0.731,0.295,0.311,0,0.115,0.352,0.107,0.057,0.24,0.089
hsa-miR-4659b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4659b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0.035,0,0,0,0,0,0,0,0,0
hsa-miR-466,0,0,0,0,0.115,0,0.089,0,0,0.056,0,0.035,0.187,0,0,0.146,0,0,0,0.03,0.035,0,0,0,0.029,0,0.107,0.057,0.053,0
hsa-miR-4660,0.261,0.773,0.514,0.506,0.614,0.702,0.179,0.758,0.492,0.557,0.777,1.757,0.56,0.454,0.538,0.437,0.396,0.771,0.136,0.39,0.627,0.295,0.421,0.588,0.288,0.703,0.392,0.574,0.213,0.447
hsa-miR-4661-3p,0,0.193,0,0,0.038,0.064,0.179,0.047,0,0.111,0,0,0,0,0,0,0,0,0,0.03,0.07,0,0.022,0.196,0.058,0,0.178,0.172,0,0
hsa-miR-4661-5p,1.655,1.223,0.857,1.669,9.716,4.401,1.34,2.487,2.929,1.476,3.884,4.462,7.656,1.816,1.435,1.895,0.99,3.599,1.974,3.152,5.851,0.886,2.839,2.941,16.307,11.724,9.943,7.868,1.385,1.968
hsa-miR-4662a-3p,0,0.064,0.103,0.051,0.154,0,0,0.071,0.123,0,0.388,0.211,0.187,0.114,0,0.146,0.066,0,0,0.06,0.244,0.295,0.155,0,0.058,0,0.178,0.172,0.027,0.209
hsa-miR-4662a-5p,24.126,45.971,29.808,18.664,54.647,50.003,6.166,51.485,27.616,16.346,42.724,76.105,34.545,21.455,24.028,23.613,28.719,50.901,20.35,20.473,54.23,75.623,23.27,16.862,24.044,24.972,26.336,34.747,18.756,26.807
hsa-miR-4662b,0,0,0,0,0.038,0.064,0.045,0.024,0.049,0.056,0.388,0.703,0.373,0.227,0.09,0,0,0,0,0.03,0.035,0,0.022,0,0,0,0.071,0,0.027,0
hsa-miR-4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4664-3p,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4664-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4665-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4665-5p,0.523,0,0.343,0.051,0.115,0.064,0.179,0.261,0.197,0.167,0,0.246,0.56,0,0.179,0,0.264,0.386,0.272,0.09,0.139,1.182,0.2,0.196,0.058,0,0.107,0.057,0.053,0.239
hsa-miR-4666a-3p,0,0,0.069,0,0,0.191,0,0.166,0.025,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.044,0,0,0,0,0,0,0
hsa-miR-4666a-5p,0.174,0,0.034,0,0,0,0,0.071,0,0,0,0.035,0,0,0.09,0,0,0,0,0.06,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-4666b,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4667-3p,0,0.064,0,0,0,0,0.045,0.047,0.049,0.056,0.388,0.105,0,0,0,0.292,0,0,0,0,0.035,0,0.022,0,0.029,0,0,0,0.027,0.089
hsa-miR-4667-5p,0.174,0,0.137,0,0,0.064,0,0,0.098,0.111,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.115,0.027,0.089
hsa-miR-4668-3p,1.394,1.416,0.822,1.619,1.075,1.212,0.179,0.947,0.96,1.114,1.942,1.335,0.56,0.114,0.269,1.458,0.594,0.514,0.817,0.78,1.184,0.295,1.22,0.98,0.604,0.821,0.891,1.666,1.119,1.163
hsa-miR-4668-5p,0,0,0,0,0,0,0,0,0,0.056,0,0.035,0,0,0,0,0.066,0,0,0.03,0.035,0,0.022,0,0,0,0,0,0.027,0.03
hsa-miR-4669,0,0.064,0,0.101,0,0,0,0,0.295,0,0,0.246,0.187,0.454,0,0.292,0.198,0.643,0,0,0.836,0,0,0,0,0,0,0,0,0
hsa-miR-4670-3p,0,0,0.069,0,0.038,0,0,0,0.074,0.056,0,0,0,0,0.09,0.292,0.066,0,0,0.15,0.07,0,0.067,0,0.058,0.117,0,0.057,0.107,0
hsa-miR-4670-5p,0,0.129,0.034,0.202,0.038,0,0,0.024,0.148,0.223,0,0.035,0,0,0.09,0.292,0.132,0,0,0.03,0,0,0.111,0,0.058,0,0.178,0.115,0.293,0.06
