sample	MX1303_C5JC4ACXX_3_TAGGAT	MX1304_C5JC4ACXX_4_CCGGTG	MX1305_C5JC4ACXX_5_TGTTGG	MX1306_C5JC4ACXX_6_GTATAG	MX1307_C5JC4ACXX_7_AGCATC	MX1307_C5JC4ACXX_7_CAGGCC	MX1310_C5JC1ACXX_4_CTCTAC	MX1310_C5JC1ACXX_4_GGAACT	MX1310_C5JC1ACXX_4_GGACGG	MX1310_C5JC1ACXX_4_TGACAT	MX1355_C6RGTANXX_2_AAGCTA	MX1355_C6RGTANXX_2_ACATCG	MX1355_C6RGTANXX_2_CAAGTT	MX1355_C6RGTANXX_2_CATTCA	MX1355_C6RGTANXX_2_GGAACT	MX1356_C6RGTANXX_3_ATGGCA	MX1356_C6RGTANXX_3_CCTTGC	MX1356_C6RGTANXX_3_CGGCCT	MX1356_C6RGTANXX_3_GCGTGG	MX1356_C6RGTANXX_3_GCTGTA	MX1356_C6RGTANXX_3_GTATAG	MX1356_C6RGTANXX_3_TAGTTG	MX1356_C6RGTANXX_3_TGACAT	MX1357_C6RGTANXX_4_AATTAT	MX1357_C6RGTANXX_4_AGTCTT	MX1357_C6RGTANXX_4_CATGGG	MX1357_C6RGTANXX_4_GCCTAA	MX1357_C6RGTANXX_4_GTAGCC	MX1357_C6RGTANXX_4_TATCGT	MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-1233-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.03	0.03	0.00	0.04	0.00	0.00	0.09	0.00	0.00	0.00	0.07	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
hsa-miR-1233-5p	0.00	0.00	0.00	0.10	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.15	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
hsa-miR-1234-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1236-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1236-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1237-3p	0.09	0.06	0.10	0.05	0.04	0.00	0.13	0.02	0.17	0.08	0.78	0.35	0.19	0.23	0.00	0.15	0.07	0.13	0.07	0.03	0.00	0.00	0.13	0.00	0.09	0.00	0.04	0.00	0.03	0.18
hsa-miR-1237-5p	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.06	0.00	0.00
hsa-miR-1238-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.03
hsa-miR-1238-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-124-3p	0.09	0.26	0.00	0.20	0.50	0.70	0.05	0.50	0.05	12.23	4.27	1.44	0.00	0.00	0.00	0.00	2.25	0.77	0.00	0.00	1.39	0.30	0.04	0.00	0.06	0.00	0.00	0.00	0.00	0.00
hsa-miR-124-5p	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.20	0.39	0.04	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-124-3p	0.09	0.26	0.00	0.20	0.50	0.70	0.05	0.50	0.05	12.23	4.27	1.44	0.00	0.00	0.00	0.00	2.25	0.77	0.00	0.00	1.39	0.30	0.04	0.00	0.06	0.00	0.00	0.00	0.00	0.00
hsa-miR-124-5p	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.20	0.39	0.04	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-124-3p	0.09	0.26	0.00	0.20	0.50	0.70	0.05	0.50	0.05	12.23	4.27	1.44	0.00	0.00	0.00	0.00	2.25	0.77	0.00	0.00	1.39	0.30	0.04	0.00	0.06	0.00	0.00	0.00	0.00	0.00
hsa-miR-124-5p	0.00	0.00	0.00	0.05	0.04	0.00	0.00	0.00	0.00	0.20	0.39	0.04	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
hsa-miR-1243	0.44	0.13	0.24	0.41	0.15	0.00	0.00	0.17	0.22	0.45	0.00	0.18	0.00	0.34	0.00	0.15	0.00	0.00	0.54	0.03	0.14	0.00	0.07	0.20	0.00	0.00	0.04	0.06	0.08	0.18
hsa-miR-1244	0.09	0.13	0.03	0.05	0.08	0.00	0.49	0.02	0.07	0.20	0.00	0.07	0.00	0.00	0.09	0.00	0.13	0.00	0.20	0.00	0.10	0.00	0.11	0.00	0.06	0.00	0.00	0.00	0.16	0.09
hsa-miR-1244	0.09	0.13	0.03	0.05	0.08	0.00	0.49	0.02	0.07	0.20	0.00	0.07	0.00	0.00	0.09	0.00	0.13	0.00	0.20	0.00	0.10	0.00	0.11	0.00	0.06	0.00	0.00	0.00	0.16	0.09
hsa-miR-1244	0.09	0.13	0.03	0.05	0.08	0.00	0.49	0.02	0.07	0.20	0.00	0.07	0.00	0.00	0.09	0.00	0.13	0.00	0.20	0.00	0.10	0.00	0.11	0.00	0.06	0.00	0.00	0.00	0.16	0.09
hsa-miR-1244	0.09	0.13	0.03	0.05	0.08	0.00	0.49	0.02	0.07	0.20	0.00	0.07	0.00	0.00	0.09	0.00	0.13	0.00	0.20	0.00	0.10	0.00	0.11	0.00	0.06	0.00	0.00	0.00	0.16	0.09
hsa-miR-1245a	0.17	0.13	0.21	0.35	0.08	0.19	0.13	0.26	0.10	0.25	0.00	0.14	0.00	0.23	0.18	0.00	0.13	0.00	0.14	0.00	0.04	0.00	0.20	0.00	0.00	0.12	0.04	0.12	0.03	0.15
hsa-miR-1245b-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1245b-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1246	0.35	0.26	0.17	0.46	0.12	0.06	3.35	0.52	0.52	0.75	0.39	0.28	0.75	0.11	0.09	0.15	0.20	0.39	0.34	0.33	0.07	0.00	0.16	0.00	0.03	0.00	0.04	0.00	0.03	0.09
hsa-miR-1247-3p	0.61	0.52	0.45	1.21	0.46	0.45	0.40	0.33	0.64	0.45	0.00	0.63	0.37	0.80	0.36	0.15	0.07	0.13	0.14	0.09	0.24	0.00	0.33	0.00	0.12	0.00	0.50	0.29	0.19	0.30
hsa-miR-1247-5p	1.74	1.29	1.88	1.52	0.69	1.02	3.26	2.70	4.78	5.32	11.26	7.41	9.71	6.70	11.03	2.33	5.61	1.93	4.97	1.86	3.03	0.89	3.62	1.37	1.18	0.00	2.99	1.32	2.69	3.40
hsa-miR-1248	1.39	0.90	0.58	1.82	0.31	0.13	18.23	0.71	7.41	2.20	2.72	0.42	0.19	1.59	3.50	6.71	15.12	2.83	4.36	9.73	4.25	1.48	5.30	7.45	10.41	6.10	4.85	4.48	7.17	5.93
hsa-miR-1249-3p	0.00	0.00	0.07	0.00	0.04	0.00	0.00	0.02	0.07	0.06	0.00	0.00	0.00	0.11	0.00	0.00	0.07	0.00	0.20	0.03	0.04	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.03
hsa-miR-1249-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1250-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1250-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1251-3p	0.09	0.00	0.07	0.00	0.04	0.00	0.00	0.17	0.12	0.00	0.00	0.04	0.00	0.00	0.09	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
hsa-miR-1251-5p	1.13	2.06	2.40	5.97	1.27	0.32	1.25	2.32	2.86	0.64	0.39	0.46	0.19	0.00	0.00	0.00	1.65	0.00	0.54	0.03	0.66	0.00	0.04	0.00	0.06	0.00	0.07	0.00	0.19	0.98
hsa-miR-1252-3p	0.00	0.00	0.03	0.05	0.12	0.13	0.00	0.10	0.12	0.08	0.00	0.11	0.00	0.00	0.00	0.00	0.20	0.00	0.07	0.15	0.00	0.00	0.13	0.00	0.03	0.23	0.04	0.12	0.03	0.09
hsa-miR-1252-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1254	0.96	0.45	0.58	0.56	0.96	0.38	0.40	1.35	0.52	0.33	1.55	3.06	2.99	0.34	0.36	0.00	0.79	1.29	0.82	0.30	1.08	2.36	0.58	0.20	0.40	0.12	0.50	0.40	0.29	0.90
hsa-miR-1254	0.96	0.45	0.58	0.56	0.96	0.38	0.40	1.35	0.54	0.33	1.55	3.06	2.99	0.34	0.36	0.00	0.79	1.29	0.82	0.30	1.08	2.36	0.58	0.20	0.40	0.12	0.50	0.40	0.29	0.90
hsa-miR-1255a	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1255b-5p	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.04	0.19	0.00	0.09	0.00	0.07	0.00	0.07	0.03	0.04	0.30	0.00	0.20	0.00	0.00	0.04	0.06	0.00	0.09
hsa-miR-1255b-2-3p	0.09	0.00	0.03	0.10	0.04	0.00	0.18	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.07	0.03	0.10	0.00	0.02	0.00	0.00	0.12	0.04	0.06	0.13	0.00
hsa-miR-1255b-5p	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.04	0.19	0.00	0.09	0.00	0.07	0.00	0.07	0.03	0.04	0.30	0.00	0.20	0.00	0.00	0.04	0.06	0.00	0.09
hsa-miR-1256	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1257	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1258	0.35	0.32	0.00	0.10	0.00	0.06	0.09	0.07	0.07	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.04	0.00	0.49	0.39	0.09	0.23	0.14	0.00	0.37	0.18
hsa-miR-125a-3p	41.81	48.16	25.39	34.19	30.11	17.86	82.44	40.64	27.42	46.09	9.32	13.14	11.76	49.04	31.29	42.13	29.91	12.98	42.88	69.16	25.04	10.93	50.29	40.20	19.53	16.88	32.68	21.02	41.56	28.69
hsa-miR-125a-5p	943.88	884.72	668.81	1150.78	867.17	903.82	675.32	828.33	1115.89	1149.83	1917.52	1756.57	1148.38	784.88	935.30	2196.90	1696.21	1063.65	940.79	1375.67	1821.94	1233.01	1796.32	2806.80	4181.93	1977.86	5200.54	4449.62	1637.55	1228.34
hsa-miR-125b-1-3p	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.04	0.00	0.00	0.03
hsa-miR-125b-5p	16.46	26.59	22.82	39.25	45.66	74.43	23.82	29.89	48.56	52.77	180.61	38.93	42.95	83.55	48.59	109.47	45.36	25.19	36.07	51.96	96.51	16.54	79.68	196.47	323.12	176.33	452.30	332.08	48.73	51.32
hsa-miR-125b-2-3p	3.14	5.80	7.98	7.64	4.49	2.23	1.07	5.54	5.32	4.82	0.78	1.27	2.24	1.14	2.60	2.19	3.76	0.26	0.89	1.86	3.00	0.89	3.46	3.53	2.10	0.47	2.60	2.53	2.35	3.70
hsa-miR-125b-5p	16.90	26.78	23.40	40.01	46.39	75.00	24.49	30.24	49.74	53.91	182.16	39.32	42.95	84.69	49.22	111.22	46.94	25.45	36.89	52.53	98.60	16.84	81.26	199.41	329.74	178.32	458.54	337.59	49.40	52.45
hsa-miR-126-3p	14754.20	7746.30	3971.14	10731.00	5567.55	3999.91	7745.37	7765.71	12268.10	16243.20	5766.16	5328.63	5017.76	5002.15	6515.16	11687.10	10760.30	2821.92	9012.82	14511.50	8192.33	3209.55	18348.00	13255.80	16858.10	10206.30	12782.80	13243.10	21407.90	12152.10
hsa-miR-126-5p	390.72	323.67	220.17	402.06	289.79	169.40	222.78	385.71	390.42	511.65	125.06	118.48	133.51	161.99	179.40	448.94	328.39	56.04	195.40	439.36	225.70	70.01	504.94	307.84	529.25	355.83	355.55	354.13	543.19	342.53
hsa-miR-1260a	8.27	25.69	8.43	16.74	12.48	8.48	4.51	20.58	9.55	17.15	24.08	15.32	16.99	3.29	2.96	13.85	10.63	31.49	14.50	8.20	12.23	44.31	9.94	7.84	7.02	7.50	16.68	10.74	14.31	14.52
hsa-miR-1260b	7.06	23.69	6.27	14.16	10.56	7.72	2.68	18.73	8.22	14.42	22.53	13.84	14.75	3.07	1.88	11.22	10.04	28.15	12.05	6.03	10.94	36.93	7.52	5.69	5.67	6.68	14.90	8.79	11.30	13.18
hsa-miR-1261	0.00	0.00	0.07	0.10	0.12	0.00	0.00	0.07	0.05	0.06	0.00	0.07	0.19	0.00	0.00	0.00	0.00	0.39	0.00	0.06	0.04	0.00	0.02	0.00	0.09	0.12	0.00	0.06	0.08	0.06
hsa-miR-1262	0.00	0.06	0.07	0.05	0.15	0.19	0.00	0.17	0.20	0.08	0.00	0.11	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.11	0.00	0.00	0.00	0.00	0.12	0.03	0.03
hsa-miR-1263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1264	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1266-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1266-5p	0.09	0.06	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00
hsa-miR-1267	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1268a	1.48	1.87	0.34	1.11	1.34	0.83	3.31	1.23	0.64	1.53	1.55	2.18	2.61	1.48	0.72	0.88	0.53	2.57	1.16	0.81	0.84	2.66	0.75	0.39	0.03	0.70	0.43	0.29	1.47	0.84
hsa-miR-1268b	3.57	2.58	0.51	2.07	1.77	1.91	3.58	2.53	1.23	2.17	1.55	3.13	4.30	1.70	0.72	0.88	0.99	3.99	1.63	1.47	1.53	3.55	1.11	0.39	0.14	0.94	0.64	0.63	2.21	1.70
hsa-miR-1269a	264.78	152.01	416.50	793.54	154.76	0.51	128.55	602.36	365.78	686.39	172.84	1.02	63.67	101.83	256.15	194.01	137.65	14.27	98.69	278.19	351.57	19.20	211.90	285.48	203.94	149.13	390.04	215.95	359.51	510.91
hsa-miR-1269b	29.44	0.06	0.27	0.20	21.97	55.23	13.36	1.99	60.20	1.98	0.00	12.47	0.19	0.57	0.63	0.15	32.94	3.34	13.41	0.48	0.35	1.18	0.33	0.00	0.14	0.35	0.39	17.69	0.24	0.36
hsa-miR-127-3p	4067.56	3641.78	3796.78	5900.54	2916.70	1972.37	2240.79	5685.54	4396.63	3649.24	1940.83	2590.07	2878.41	1399.14	2845.43	1953.04	3282.57	1783.21	2646.44	1157.83	3082.60	2905.29	2166.90	1767.41	1594.73	724.90	2341.08	1963.00	1559.84	2986.86
hsa-miR-127-5p	3399.69	2218.41	1417.58	3209.01	1130.88	1156.95	822.50	1729.89	2188.11	2778.71	1978.50	1743.78	2236.63	504.26	1370.49	614.82	1459.79	1288.21	1765.13	464.51	1881.64	1695.02	1139.96	1070.37	689.90	453.96	1020.42	1032.93	1012.84	2353.42
hsa-miR-1270	0.09	0.13	0.00	0.00	0.04	0.06	0.00	0.02	0.00	0.11	0.00	0.07	0.00	0.11	0.00	0.00	0.07	0.00	0.00	0.00	0.04	0.30	0.02	0.00	0.03	0.00	0.00	0.00	0.03	0.03
hsa-miR-1271-3p	0.17	0.06	0.03	0.00	0.00	0.00	0.13	0.05	0.03	0.06	0.00	0.00	0.00	0.00	0.27	0.00	0.13	0.00	0.00	0.00	0.04	0.00	0.04	0.00	0.00	0.00	0.11	0.06	0.03	0.00
hsa-miR-1271-5p	5.14	4.19	3.19	5.92	3.00	2.23	1.25	5.80	3.37	4.54	4.27	4.46	3.92	1.59	3.77	2.19	3.57	2.19	4.08	1.17	2.79	2.07	2.22	1.96	1.24	1.06	2.53	1.72	2.16	3.31
hsa-miR-1272	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1273a	0.00	0.00	0.10	0.15	0.04	0.06	0.72	0.05	0.07	0.20	0.00	0.07	0.19	0.11	0.00	0.00	0.07	0.00	0.07	0.00	0.04	0.00	0.02	0.00	0.06	0.00	0.04	0.06	0.05	0.24
hsa-miR-1273c	0.00	0.00	0.00	0.00	0.00	0.06	0.13	0.02	0.05	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.12	0.00	0.00	0.04	0.20	0.06	0.00	0.04	0.12	0.11	0.03
hsa-miR-1273d	0.26	0.13	0.14	0.10	0.00	0.32	1.21	0.24	0.25	0.39	0.00	0.32	0.56	0.23	0.18	0.15	0.07	0.00	0.14	0.03	0.24	0.00	0.13	0.00	0.03	0.12	0.11	0.12	0.05	0.30
hsa-miR-1273e	0.17	0.06	0.07	0.00	0.04	0.00	0.54	0.12	0.12	0.17	0.00	0.04	0.19	0.00	0.00	0.00	0.20	0.00	0.00	0.06	0.04	0.30	0.02	0.00	0.06	0.12	0.00	0.06	0.11	0.06
hsa-miR-1273f	0.09	0.00	0.07	0.15	0.00	0.06	1.70	0.14	0.22	0.39	0.39	0.11	0.19	0.11	0.00	0.15	0.26	0.00	0.20	0.27	0.07	0.59	0.13	0.00	0.00	0.00	0.04	0.00	0.08	0.21
hsa-miR-1273g-3p	1.48	1.80	0.96	1.62	1.04	1.02	18.54	1.99	2.46	3.15	1.17	0.63	0.93	0.45	0.99	0.73	2.25	0.51	0.61	2.40	0.56	0.89	1.33	1.18	1.47	0.70	1.21	1.26	1.79	2.80
hsa-miR-1273g-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.03	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
hsa-miR-1273h-3p	1.05	0.45	0.75	1.26	0.65	0.64	1.83	1.75	1.30	0.95	1.17	1.48	0.93	0.57	0.72	0.44	0.46	0.90	0.95	0.33	0.77	0.30	0.58	0.98	0.20	0.35	0.25	0.40	0.53	1.10
hsa-miR-1273h-5p	0.00	0.06	0.10	0.10	0.15	0.13	1.21	0.26	0.20	0.33	0.00	0.07	0.00	0.00	0.00	0.15	0.13	0.00	0.00	0.03	0.00	0.00	0.11	0.00	0.00	0.00	0.04	0.00	0.08	0.03
hsa-miR-1275	1.39	1.93	0.86	4.25	0.88	1.91	1.07	3.06	3.91	3.12	6.60	2.95	4.11	0.68	0.54	0.58	2.11	5.91	1.02	2.13	3.52	7.68	3.00	4.12	4.23	3.63	8.09	11.03	2.37	4.77
hsa-miR-1276	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1277-3p	6.27	10.17	4.35	4.45	3.61	6.63	5.32	3.51	6.65	10.75	12.04	11.63	4.48	7.83	5.83	6.41	5.81	5.01	15.79	6.81	12.96	3.55	10.45	15.69	6.01	8.32	6.09	6.95	6.53	8.08
hsa-miR-1277-5p	1.48	1.87	2.23	1.57	1.11	1.53	2.59	1.04	1.38	2.40	1.55	1.41	0.75	2.16	1.52	0.58	0.99	0.39	2.11	1.98	1.81	0.89	2.11	2.94	1.32	1.41	1.03	1.09	1.20	2.12
hsa-miR-1278	0.35	0.06	0.07	0.05	0.27	0.13	0.05	0.19	0.17	0.20	0.39	0.21	0.56	0.11	0.09	0.15	0.20	0.13	0.14	0.15	0.10	0.00	0.24	0.00	0.14	0.23	0.14	0.17	0.03	0.03
hsa-miR-1279	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-128-1-5p	1.05	1.61	0.96	0.86	0.73	1.08	0.49	1.47	0.76	1.81	1.55	3.13	2.80	0.91	0.54	0.15	1.32	2.31	0.68	0.51	1.43	2.36	0.82	0.59	0.23	0.35	0.86	0.52	0.53	1.10
hsa-miR-128-3p	88.14	90.66	100.46	88.77	72.35	43.69	38.96	148.82	73.05	95.57	41.95	57.94	53.96	51.31	52.27	36.00	62.39	37.79	52.41	30.62	58.79	55.24	45.32	34.12	25.17	22.86	37.99	36.76	30.72	53.73
hsa-miR-128-2-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-128-3p	72.99	74.56	83.88	74.35	57.60	33.68	33.78	128.22	58.80	78.03	32.63	45.15	43.51	39.85	42.68	29.44	49.12	28.02	40.63	24.29	45.00	41.95	36.34	25.69	19.67	17.59	27.26	26.82	25.52	44.13
hsa-miR-1281	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1282	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.03	0.00	0.00	0.00	0.00	0.00
hsa-miR-1283	437.15	338.80	181.83	256.44	29.15	251.48	410.09	330.84	258.96	324.94	215.95	338.22	264.22	336.81	166.49	393.99	231.73	189.34	353.84	424.32	274.77	431.88	347.86	357.84	235.63	231.67	332.38	221.35	397.83	246.15
hsa-miR-1283	437.15	338.80	181.83	256.44	29.15	251.48	410.09	330.84	258.96	324.94	215.95	338.22	264.22	336.81	166.49	393.99	231.73	189.34	353.84	424.32	274.77	431.88	347.86	357.84	235.63	231.67	332.38	221.35	397.83	246.15
hsa-miR-1284	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00
hsa-miR-1285-3p	2.70	1.03	0.93	1.16	1.19	0.77	1.74	1.45	0.96	1.50	1.17	1.93	2.24	0.80	0.54	0.00	0.33	2.44	0.68	0.57	0.70	1.77	0.80	0.20	0.83	0.47	0.75	0.29	0.45	0.75
hsa-miR-1285-5p	0.44	0.77	0.31	0.81	0.23	0.19	1.65	0.38	0.69	0.53	0.00	0.42	0.37	0.34	0.18	0.58	0.26	0.00	0.20	0.57	0.04	0.89	0.64	0.00	0.17	0.23	0.21	0.06	0.37	0.42
hsa-miR-1285-3p	2.35	0.90	0.89	1.01	1.11	0.70	1.61	1.33	0.79	1.42	0.78	1.55	1.49	0.68	0.54	0.00	0.33	1.67	0.54	0.51	0.70	1.18	0.64	0.20	0.75	0.35	0.71	0.29	0.43	0.60
